Sample no.,Latitude,Longitude,Elevation,id,Species,Date,Time,Note,% dieback,Seed,Seed_amount,,,,,,,,,,,,,,
MON0655,-36.20076,148.599022,1417.059692,647,E. dalrympleana,14/02/2021,1232,"Large, healthy ",0,Yes,0.2,,,,,,,,,,,,,,
MON0656,-36.200697,148.599061,1419.399414,648,E. pauciflora,14/02/2021,1235,"Small, healthy ",0,Yes,0.4,,,,,,,,,,,,,,
MON0657,-36.198787,148.601622,1373.611084,649,E. pauciflora,14/02/2021,1239,Young/medium,25,Yes,<0.1,,,,,,,,,,,,,,
MON0658,-36.197306,148.604604,1355.277954,650,E. pauciflora,14/02/2021,1246,"Young, healthy ",0,Yes,0.4,,,,,,,,,,,,,,
MON0659,-36.197448,148.604658,1351.883545,651,E. dalrympleana,14/02/2021,1247,Medium,5,Yes,NA,,,,,,,,,,,,,,
MON0660,-36.196721,148.607773,1329.624756,652,E. pauciflora,14/02/2021,1253,"Medium, healthy  ",40,Yes,1.7,,,,,,,,,,,,,,
MON0661,-36.196849,148.607543,1333.164917,653,E. dives,14/02/2021,1256,"Small, healthy ",0,Yes,1.3,,,,,,,,,,,,,,
MON0662,-36.19682,148.607857,1325.832031,654,E. dalrympleana,14/02/2021,1258,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0663,-36.195256,148.610042,1298.937866,655,E. dives,14/02/2021,1305,Large,10,Yes,0.3,,,,,,,,,,,,,,
MON0664,-36.195502,148.610005,1297.362061,656,E. dalrympleana,14/02/2021,1308,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0665,-36.195548,148.610051,1295.498291,657,E. pauciflora,14/02/2021,1311,"Young, healthy. In dives stand? Flowers definitely pauciflora. Small seeds. ",0,Yes,NA,,,,,,,,,,,,,,
MON0666,-36.192774,148.612493,1279.555664,658,E. pauciflora,14/02/2021,1318,Small/medium,10,Yes,<0.1,,,,,,,,,,,,,,
MON0667,-36.192871,148.612442,1278.179443,659,E. radiata,14/02/2021,1320,"Medium, healthy  ",0,Yes,NA,,,,,,,,,,,,,,
MON0668,-36.192757,148.613268,1278.423096,660,E. rubida,14/02/2021,1331,Medium,20,Yes,0.1,,,,,,,,,,,,,,
MON0669,-36.192717,148.613382,1273.144775,661,E. dalrympleana,14/02/2021,1333,"Young, mixed in with rubida",10,Yes,NA,,,,,,,,,,,,,,
MON0670,-36.190743,148.614017,1278.852051,662,E. pauciflora,14/02/2021,1340,Large,50,Yes,0.7,,,,,,,,,,,,,,
MON0671,-36.19068,148.613464,1273.537354,663,E. rubida,14/02/2021,1345,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0672,-36.190786,148.613391,1279.508911,664,E. radiata,14/02/2021,1348,Small/ medium,NA,No,NA,,,,,,,,,,,,,,
MON0673,-36.190833,148.61349,1276.640625,665,E. dalrympleana,14/02/2021,1349,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0674,-36.184017,148.624404,1130.707886,666,E. pauciflora,14/02/2021,1500,"Young, healthy ",0,Yes,0.3,,,,,,,,,,,,,,
MON0675,-36.188557,148.614965,1259.999878,667,E. rubida,14/02/2021,1356,Medium/large,10,Yes,0.1,,,,,,,,,,,,,,
MON0676,-36.188737,148.61498,1258.457275,668,E. pauciflora,14/02/2021,1400,Large,5,Yes,0.4,,,,,,,,,,,,,,
MON0677,-36.185916,148.61607,1225.894531,669,E. radiata,14/02/2021,1410,"Very large, healthy ",0,Yes,1,,,,,,,,,,,,,,
MON0678,-36.187718,148.615183,1242.456421,670,E. radiata,14/02/2021,1406,"Medium, healthy ",0,Yes,0.2,,,,,,,,,,,,,,
MON0679,-36.185354,148.616476,1215.995605,671,E. radiata,14/02/2021,1435,"Large, healthy ",0,Yes,0.3,,,,,,,,,,,,,,
MON0680,-36.185271,148.616261,1212.991943,672,E. dalrympleana,14/02/2021,1438,Large,40,Yes,<0.1,,,,,,,,,,,,,,
MON0681,-36.185657,148.616095,1221.764038,673,E. pauciflora,14/02/2021,1445,Large,15,Yes,1.4,,,,,,,,,,,,,,
MON0682,-36.184766,148.619937,1167.44873,674,E. radiata,14/02/2021,1451,"Large, healthy ",5,Yes,0.2,,,,,,,,,,,,,,
MON0683,-36.184862,148.619961,1175.029419,675,E. dalrympleana,14/02/2021,1453,Small healthy,0,No,NA,,,,,,,,,,,,,,
MON0684,-36.183706,148.621092,1159.45459,676,E. pauciflora,14/02/2021,1458,Large,20,Yes,0.3,,,,,,,,,,,,,,
MON0685,-36.184013,148.624379,1123.393677,677,E. dalrympleana,14/02/2021,1505,"Medium, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0686,-36.182347,148.627967,1103.94104,678,E. pauciflora,14/02/2021,1510,"Large, healthy. Narrow leaves subsp. Lacrimans ",0,Yes,0.6,,,,,,,,,,,,,,
MON0687,-36.182397,148.628114,1105.828857,679,E. pauciflora,14/02/2021,1515,Large,40,Yes,1.1,,,,,,,,,,,,,,
MON0688,-36.181952,148.62937,1100.842407,680,E. stellulata,14/02/2021,1517,"Medium, healthy ",0,Yes,0.2,,,,,,,,,,,,,,
MON0689,-36.182184,148.629706,1092.964233,681,E. rubida,14/02/2021,1520,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0690,-36.183986,148.631593,1093.181396,682,E. pauciflora,14/02/2021,1524,"Old, large",80,Yes,0.7,,,,,,,,,,,,,,
MON0691,-36.184002,148.631585,1089.631592,683,E. stellulata,14/02/2021,1524,"Very young, healthy ",0,Yes,0.3,,,,,,,,,,,,,,
MON0692,-36.185156,148.633359,1069.755371,684,E. pauciflora,14/02/2021,1529,"Young, heathy ",0,Yes,0.5,,,,,,,,,,,,,,
MON0693,-36.184632,148.633986,1059.234131,685,E. stellulata,14/02/2021,1534,"Small, healthy ",0,Yes,0.2,,,,,,,,,,,,,,
MON0694,-36.184082,148.634783,1048.978149,686,E. rubida,14/02/2021,1538,Small healthy,0,No,NA,,,,,,,,,,,,,,
MON0695,-36.18297,148.638435,1068.470093,687,E. stellulata,14/02/2021,1542,Medium healthy,0,Yes,0.4,,,,,,,,,,,,,,
MON0696,-36.182961,148.63928,1067.2948,688,E. pauciflora,14/02/2021,1543,Small healthy,0,Yes,1.8,,,,,,,,,,,,,,
MON0697,-36.183055,148.640869,1094.201782,689,E. rubida,14/02/2021,1547,"Medium, young",NA,No,NA,,,,,,,,,,,,,,
MON0698,-36.184283,148.644148,1124.200928,690,E. rubida,14/02/2021,1551,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0699,-36.184511,148.644363,1125.364258,691,E. stellulata,14/02/2021,1556,"Young, healthy ",0,Yes,<0.1,,,,,,,,,,,,,,
MON0700,-36.184533,148.644344,1124.567017,692,E. pauciflora,14/02/2021,1554,"Young, healthy ",0,Yes,0.8,,,,,,,,,,,,,,
MON0701,-36.299899,148.307686,1153.752075,693,E. dalrympleana,15/02/2021,1113,"Large, healthy ",0,Yes, <0.1,,,,,,,,,,,,,,
MON0702,-36.303713,148.307502,1196.102417,694,E. dalrympleana,15/02/2021,1121,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0703,-36.319852,148.296583,1198.275757,695,E. dalrympleana,15/02/2021,1143,Young,10,Yes,NA,,,,,,,,,,,,,,
MON0704,-36.322952,148.296314,1210.71875,696,E. dalrympleana,15/02/2021,1147,"Medium, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0705,-36.321104,148.285013,1118.520996,697,E. dalrympleana,15/02/2021,1159,"Medium/large, healthy ",0,Yes,NA,,,,,,,,,,,,,,
MON0706,-36.327246,148.275595,1117.813354,698,E. dalrympleana,15/02/2021,1223,"Medium, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0707,-36.341405,148.268724,1214.397217,699,E. dalrympleana,15/02/2021,1247,"Young, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0708,-36.330736,148.273111,1220.072021,700,E. dalrympleana,15/02/2021,1232,"Medium/large, healthy ",0,Yes,<0.1,,,,,,,,,,,,,,
MON0709,-36.337582,148.271775,1193.633545,701,E. dalrympleana,15/02/2021,1239,"Medium/large, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0711,-36.344257,148.262304,1156.543335,702,E. dalrympleana,15/02/2021,1300,"Large, healthy ",0,Yes,<0.1,,,,,,,,,,,,,,
MON0712,-36.356965,148.253637,1017.677307,703,E. dalrympleana,15/02/2021,1313,Medium/large,30,No,NA,,,,,,,,,,,,,,
MON0714,-36.359439,148.251291,1016.364502,704,E. dalrympleana,15/02/2021,1343,"Large, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0715,-36.359437,148.251319,1012.730286,705,E. delegatensis,15/02/2021,1344,"Large, healthy ",0,Yes,0.33,,,,,,,,,,,,,,
MON0716,-36.35626,148.254036,1017.804321,706,E. delegatensis,15/02/2021,1349,"Small, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0718,-36.351191,148.252944,1001.607239,707,E. dalrympleana,15/02/2021,1356,"Large, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0719,-36.354799,148.241989,1024.53894,708,E. dalrympleana,15/02/2021,1405,Large,40,Yes,NA,,,,,,,,,,,,,,
MON0720,-36.354796,148.241993,1021.46344,709,E. delegatensis,15/02/2021,1405,"Small, healthy ",0,Yes,NA,,,,,,,,,,,,,,
MON0721,-36.351635,148.240506,1020.469116,710,E. delegatensis,15/02/2021,1409,"Young/medium, healthy ",0,Yes,NA,,,,,,,,,,,,,,
MON0722,-36.351476,148.240081,1014.780518,711,E. dalrympleana,15/02/2021,1412,"Large, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0723,-36.351726,148.255619,1028.756592,712,E. dalrympleana,15/02/2021,1354,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0724,-36.351851,148.246141,995.723389,713,E. delegatensis,15/02/2021,1401,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0725,-36.351492,148.238344,1020.367004,714,E. delegatensis,15/02/2021,1414,"Juvenile, healthy ",0,No,NA,,,,,,,,,,,,,,
MON0726,-36.355876,148.230051,883.302246,715,E. delegatensis,15/02/2021,1424,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0727,-36.355951,148.229867,875.003662,716,E. dalrympleana,15/02/2021,1428,"Large, healthy ",0,Yes,NA,,,,,,,,,,,,,,
MON0729,-36.291332,148.513992,1070.384033,717,E. dalrympleana,16/02/2021,1344,"Large, healthy",0,Yes,NA,,,,,,,,,,,,,,
MON0730,-36.290647,148.510864,1085.074585,718,E. pauciflora,16/02/2021,1350,"Young, healthy",0,Yes,<0.1,,,,,,,,,,,,,,
MON0731,-36.291288,148.507622,1116.881836,719,E. dalrympleana,16/02/2021,1354,"Medium, healthy",0,No,NA,,,,,,,,,,,,,,
MON0732,-36.291282,148.507671,1116.957153,720,E. pauciflora,16/02/2021,1354,"Medium, healthy",0,No,NA,,,,,,,,,,,,,,
MON0733,-36.294072,148.504633,1139.420166,721,E. dalrympleana,16/02/2021,1404,"Large, healthy",0,Yes,<0.1,,,,,,,,,,,,,,
MON0734,-36.293909,148.504605,1138.147095,722,E. stellulata,16/02/2021,1404,"Young, healthy ",0,Yes,0.1,,,,,,,,,,,,,,
MON0735,-36.29429,148.504645,1135.835693,723,E. pauciflora,16/02/2021,1406,Young,0,Yes,0.2,,,,,,,,,,,,,,
MON0736,-36.297781,148.505211,1154.05835,724,E. rubida,16/02/2021,1408,Juvenile,0,No,NA,,,,,,,,,,,,,,
MON0737,-36.297834,148.505231,1142.093872,725,E. pauciflora,16/02/2021,1412,Young,0,No,NA,,,,,,,,,,,,,,
MON0738,-36.297813,148.505252,1144.057983,726,E. dalrympleana,16/02/2021,1413,Medium,50,No,NA,,,,,,,,,,,,,,
MON0739,-36.297812,148.505245,1145.192993,727,E. stellulata,16/02/2021,1413,Small healthy,0,Yes,<0.1,,,,,,,,,,,,,,
MON0740,-36.30215,148.503419,1154.307617,728,E. stellulata,16/02/2021,1420,young,0,Yes,0.5,,,,,,,,,,,,,,
MON0741,-36.302114,148.503409,1153.887817,729,E. dalrympleana,16/02/2021,1419,Young,0,No,NA,,,,,,,,,,,,,,
MON0742,-36.302336,148.503187,1147.563477,730,E. pauciflora,16/02/2021,1423,Young,0,Yes,0.33,,,,,,,,,,,,,,
MON0743,-36.305906,148.499583,1165.158936,731,E. dalrympleana,16/02/2021,1432,Very large,NA,No,NA,,,,,,,,,,,,,,
MON0744,-36.305913,148.499583,1164.09436,732,E. pauciflora,16/02/2021,1432,Young,0,Yes,1,,,,,,,,,,,,,,
MON0745,-36.306274,148.499504,1176.63501,733,E. stellulata,16/02/2021,1435,Young,0,Yes,<0.1,,,,,,,,,,,,,,
MON0746,-36.309995,148.4967,1183.924683,734,E. dalrympleana,16/02/2021,1439,Medium/large,15,Yes,<0.1,,,,,,,,,,,,,,
MON0747,-36.309971,148.496706,1185.037354,735,E. pauciflora,16/02/2021,1440,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0748,-36.312826,148.495458,1177.425659,736,E. dalrympleana,16/02/2021,1444,Medium,10,Yes,<0.1,,,,,,,,,,,,,,
MON0749,-36.313374,148.495158,1181.193115,737,E. stellulata,16/02/2021,1450,Medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0750,-36.313413,148.495131,1182.180908,738,E. pauciflora,16/02/2021,1450,Young,0,Yes,,,,,,,,,,,,,,,
MON0751,-36.303678,148.500812,1154.942993,739,E. rubida,16/02/2021,1427,Medium,5,No,NA,,,,,,,,,,,,,,
MON0752,-36.316381,148.492197,1186.1073,740,E. pauciflora,16/02/2021,1455,Medium,25,Yes,0.8,,,,,,,,,,,,,,
MON0753,-36.316434,148.492199,1179.440552,741,E. stellulata,16/02/2021,1455,young,0,Yes,<0.1,,,,,,,,,,,,,,
MON0754,-36.316803,148.491212,1184.914917,742,E. dalrympleana,16/02/2021,1458,young,0,No,<0.1,,,,,,,,,,,,,,
MON0755,-36.319928,148.488751,1181.512817,743,E. dalrympleana,16/02/2021,1502,Large,0,Yes,0.33,,,,,,,,,,,,,,
MON0756,-36.3198,148.489023,1178.925049,744,E. pauciflora,16/02/2021,1506,Young,0,Yes,2,,,,,,,,,,,,,,
MON0757,-36.319834,148.489032,1178.894043,745,E. stellulata,16/02/2021,1507,young,0,No,NA,,,,,,,,,,,,,,
MON0758,-36.320307,148.484552,1214.218262,746,E. stellulata,16/02/2021,1510,small,0,Yes,0.33,,,,,,,,,,,,,,
MON0760,-36.3203855,148.48429,1214.264405,747,E. dalrympleana,16/02/2021,1513,"Medium/large, location estimate ",0,Yes,<0.1,,,,,,,,,,,,,,
MON0761,-36.320464,148.484028,1214.310547,748,E. pauciflora,16/02/2021,1516,Young,0,Yes,0.1,,,,,,,,,,,,,,
MON0762,-36.323024,148.479629,1257.260986,749,E. dalrympleana,16/02/2021,1524,very large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0763,-36.323079,148.479549,1258.118408,750,E. pauciflora,16/02/2021,1523,young,0,No,NA,,,,,,,,,,,,,,
MON0764,-36.325811,148.47328,1274.228271,751,E. dalrympleana,16/02/2021,1531,Large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0765,-36.325817,148.473268,1272.104736,752,E. pauciflora,16/02/2021,1530,Medium,0,Yes,0.5,,,,,,,,,,,,,,
MON0766,-36.32679,148.471507,1272.556885,753,E. stellulata,16/02/2021,1536,medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0767,-36.330308,148.46634,1282.008423,754,E. dalrympleana,16/02/2021,1540,Young,0,No,NA,,,,,,,,,,,,,,
MON0768,-36.330353,148.466248,1282.077881,755,E. pauciflora,16/02/2021,1540,Young,0,No,NA,,,,,,,,,,,,,,
MON0769,-36.331352,148.460265,1283.416992,756,E. dalrympleana,16/02/2021,1547,large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0770,-36.331369,148.460255,1284.189087,757,E. pauciflora,16/02/2021,1548,Large,10,Yes,0.33,,,,,,,,,,,,,,
MON0771,-36.335236,148.454507,1279.976562,758,E. stellulata,16/02/2021,1553,large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0772,-36.335224,148.454518,1279.493042,759,E. pauciflora,16/02/2021,1553,,NA,Yes,0.2,,,,,,,,,,,,,,
MON0773,-36.335249,148.454544,1275.705933,760,E. dalrympleana,16/02/2021,1554,Young sapling,0,No,NA,,,,,,,,,,,,,,
MON0774,-36.332787,148.450804,1263.69165,761,E. dalrympleana,16/02/2021,1557,Medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0775,-36.332552,148.450399,1263.277954,762,E. pauciflora,16/02/2021,1559,Young,0,Yes,0.33,,,,,,,,,,,,,,
MON0776,-36.336997,148.443907,1333.457886,763,E. dalrympleana,16/02/2021,1607,Medium/large,0,No,NA,,,,,,,,,,,,,,
MON0777,-36.336956,148.443896,1332.962158,764,E. stellulata,16/02/2021,1607,Young,0,Yes,<0.1,,,,,,,,,,,,,,
MON0778,-36.336983,148.443898,1333.655396,765,E. pauciflora,16/02/2021,1607,Young sapling,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0779,-36.342453,148.441548,1353.21521,766,E. pauciflora,16/02/2021,1620,Medium,80,Yes,0.33,,,,,,,,,,,,,,
MON0780,-36.342469,148.441518,1352.653809,767,E. dalrympleana,16/02/2021,1621,Young,0,No,NA,,,,,,,,,,,,,,
MON0781,-36.346273,148.435119,1354.602783,768,E. dalrympleana,16/02/2021,1627,large,0,Yes,NA,,,,,,,,,,,,,,
MON0782,-36.343532,148.440698,1348.182373,769,E. stellulata,16/02/2021,1624,Medium,0,Yes,0.1,,,,,,,,,,,,,,
MON0783,-36.346291,148.435104,1356.224854,770,E. pauciflora,16/02/2021,1628,Very young,NA,No,NA,,,,,,,,,,,,,,
MON0784,-36.349103,148.430662,1373.180054,771,E. pauciflora,16/02/2021,1633,Small,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0785,-36.349077,148.430659,1373.696777,772,E. dalrympleana,16/02/2021,1633,Young,0,Yes,NA,,,,,,,,,,,,,,
MON0786,-36.350538,148.423739,1365.176758,773,E. dalrympleana,16/02/2021,1638,Medium/large,0,No,NA,,,,,,,,,,,,,,
MON0787,-36.350541,148.423735,1363.30603,774,E. pauciflora,16/02/2021,1638,Very small,0,Yes,0.5,,,,,,,,,,,,,,
MON0788,-36.350144,148.416837,1361.793457,775,E. pauciflora,16/02/2021,1643,Small healthy,0,Yes,1.5,,,,,,,,,,,,,,
MON0789,-36.350107,148.416835,1364.31311,776,E. dalrympleana,16/02/2021,1643,Young,0,No,NA,,,,,,,,,,,,,,
MON0790,-36.350104,148.416798,1354.830322,777,E. stellulata,16/02/2021,1646,Medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0791,-36.356386,148.410139,1459.424316,778,E. pauciflora,16/02/2021,1654,large,5,Yes,0.3,,,,,,,,,,,,,,
MON0792,-36.356376,148.410124,1459.80127,779,E. stellulata,16/02/2021,1655,Young,0,Yes,0.2,,,,,,,,,,,,,,
MON0793,-36.359583,148.40593,1510.215576,780,E. dalrympleana,16/02/2021,1658,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0794,-36.360447,148.405449,1514.517334,781,E. pauciflora,16/02/2021,1700,young,0,Yes,NA,,,,,,,,,,,,,,
MON0795,-36.365093,148.405504,1554.605469,782,E. pauciflora,16/02/2021,1707,medium,0,Yes,1.3,,,,,,,,,,,,,,
MON0796,-36.364534,148.403124,1553.798828,783,E. pauciflora,16/02/2021,1712,large,0,Yes,0.5,,,,,,,,,,,,,,
MON0797,-36.361709,148.400686,1586.123779,784,E. dalrympleana,16/02/2021,1721,medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0798,-36.361677,148.400664,1601.761841,785,E. pauciflora,16/02/2021,1718,,NA,Yes,0.2,,,,,,,,,,,,,,
MON0799,-36.36466,148.395459,1615.649658,786,E. pauciflora,16/02/2021,1726,"Young/medium, glaucous buds ",0,No,<0.1,,,,,,,,,,,,,,
MON0800,-36.369918,148.387437,1639.483643,787,E. pauciflora,16/02/2021,1729,Small young,0,Yes,0.33,,,,,,,,,,,,,,
MON0801,-36.410625,148.591351,968.143127,788,E. rubida,17/02/2021,1019,large,0,No,NA,,,,,,,,,,,,,,
MON0802,-36.412589,148.587806,1000.816284,789,E. pauciflora,17/02/2021,1024,young,0,Yes,1,,,,,,,,,,,,,,
MON0803,-36.422293,148.571287,994.894165,790,E. pauciflora,17/02/2021,1032,small,0,Yes,0.8,,,,,,,,,,,,,,
MON0804,-36.422256,148.571299,996.964417,791,E. stellulata,17/02/2021,1032,medium/large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0805,-36.431018,148.556728,1015.727722,792,E. pauciflora,17/02/2021,1039,,NA,Yes,0.66,,,,,,,,,,,,,,
MON0806,-36.432931,148.549917,1026.43396,793,E. pauciflora,17/02/2021,1044,small,0,Yes,1,,,,,,,,,,,,,,
MON0807,-36.436233,148.543795,1025.319702,794,E. pauciflora,17/02/2021,1051,Small/medium,0,Yes,0.66,,,,,,,,,,,,,,
MON0808,-36.4368,148.533685,1030.320801,795,E. pauciflora,17/02/2021,1055,medium,0,Yes,0.66,,,,,,,,,,,,,,
MON0809,-36.436205,148.528422,1062.981445,796,E. pauciflora,17/02/2021,1104,Medium/large,0,Yes,0.5,,,,,,,,,,,,,,
MON0810,-36.436212,148.52841,1063.485107,797,E. stellulata,17/02/2021,1105,medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0811,-36.439511,148.518814,1055.226685,798,E. pauciflora,17/02/2021,1108,small,0,Yes,0.33,,,,,,,,,,,,,,
MON0812,-36.439498,148.518785,1055.302612,799,E. rubida,17/02/2021,1109,large,5,No,NA,,,,,,,,,,,,,,
MON0813,-36.439506,148.518789,1056.34668,800,E. stellulata,17/02/2021,1111,small,0,Yes,<0.1,,,,,,,,,,,,,,
MON0814,-36.440904,148.512875,1058.560547,801,E. rubida,17/02/2021,1118,large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0815,-36.442021,148.509376,1079.258545,802,E. stellulata,17/02/2021,1121,medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0816,-36.443818,148.5039,1091.830444,803,E. stellulata,17/02/2021,1125,medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0817,-36.443756,148.503958,1103.273682,804,E. viminalis,17/02/2021,1128,large,0,Yes,<0.1,,,,,,,,,,,,,,
MON0818,-36.442999,148.499683,1111.511475,805,E. rubida,17/02/2021,1132,Young,0,Yes,NA,,,,,,,,,,,,,,
MON0819,-36.44614,148.495483,1120.795654,806,E. viminalis,17/02/2021,1149,Very large,0,No,NA,,,,,,,,,,,,,,
MON0820,-36.446144,148.495503,1119.688599,807,E. stellulata,17/02/2021,1149,,NA,Yes,0.1,,,,,,,,,,,,,,
MON0821,-36.446158,148.495495,1118.400269,808,E. rubida,17/02/2021,1150,medium/large,40,No,NA,,,,,,,,,,,,,,
MON0822,-36.453741,148.491157,1148.35376,809,E. viminalis,17/02/2021,1153,Very large,0,Yes,0.1,,,,,,,,,,,,,,
MON0823,-36.453682,148.491166,1138.946289,810,E. stellulata,17/02/2021,1158,small,0,Yes,<0.1,,,,,,,,,,,,,,
MON0824,-36.456021,148.484883,1173.090454,811,E. dalrympleana,17/02/2021,1213,Young,5,No,NA,,,,,,,,,,,,,,
MON0825,-36.456021,148.484884,1171.896118,812,E. stellulata,17/02/2021,1214,small,0,Yes,<0.1,,,,,,,,,,,,,,
MON0827,-36.456028,148.484861,1173.53064,813,E. pauciflora,17/02/2021,1215,Young,0,Yes,0.5,mouldy leaf punch,,,,,,,,,,,,,
MON0828,-36.458529,148.475615,1257.581421,814,E. viminalis,17/02/2021,1246,small,0,Yes,<0.1,,,,,,,,,,,,,,
MON0829,-36.458519,148.475621,1255.37146,815,E. dalrympleana,17/02/2021,1247,Small/medium,0,Yes,0.1,,,,,,,,,,,,,,
MON0830,-36.458523,148.475626,1252.175415,816,E. pauciflora,17/02/2021,1248,small/medium,0,Yes,0.5,,,,,,,,,,,,,,
MON0831,-36.454111,148.468057,1248.169556,817,E. pauciflora,17/02/2021,1300,Small/medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0832,-36.454155,148.468047,1250.700806,818,E. stellulata,17/02/2021,1258,small,0,No,NA,,,,,,,,,,,,,,
MON0834,-36.454114,148.468034,1251.012207,819,E. rubida,17/02/2021,1259,small,0,No,NA,,,,,,,,,,,,,,
MON0835,-36.454474,148.461732,1237.637817,820,E. dalrympleana,17/02/2021,1307,Small,50,No,<0.1,,,,,,,,,,,,,,
MON0836,-36.454427,148.461728,1234.328857,821,E. stellulata,17/02/2021,1315,medium/large,0,Yes,0.1,,,,,,,,,,,,,,
MON0837,-36.454409,148.461749,1235.721436,822,E. rubida,17/02/2021,1316,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0838,-36.454439,148.461696,1228.948486,823,E. pauciflora,17/02/2021,1317,medium,15,Yes,0.66,,,,,,,,,,,,,,
MON0840,-36.450381,148.459248,1184.623535,824,E. pauciflora,17/02/2021,1336,Juvenile,NA,Yes,1,,,,,,,,,,,,,,
MON0841,-36.450479,148.459196,1190.248657,825,E. rubida,17/02/2021,1337,Medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0842,-36.450389,148.459219,1190.722656,826,E. stellulata,17/02/2021,1338,Packet photo is blank,NA,Yes,0.1,,,,,,,,,,,,,,
MON0843,-36.449466,148.451987,1156.174805,827,E. rubida,17/02/2021,1345,Medium,0,Yes,0.33,,,,,,,,,,,,,,
MON0844,-36.449476,148.45195,1154.711304,828,E. stellulata,17/02/2021,1346,,NA,Yes,0.33,,,,,,,,,,,,,,
MON0845,-36.449706,148.444013,1160.025024,829,E. stellulata,17/02/2021,1353,Small,0,Yes,<0.1,,,,,,,,,,,,,,
MON0846,-36.449725,148.443974,1157.226685,830,E. dalrympleana,17/02/2021,1354,Medium,0,No,NA,,,,,,,,,,,,,,
MON0847,-36.450078,148.438144,1162.929199,831,E. pauciflora,17/02/2021,1404,Large,15,Yes,<0.1,,,,,,,,,,,,,,
MON0848,-36.450091,148.43817,1163.0354,832,E. rubida,17/02/2021,1404,Large,20,Yes,<0.1,,,,,,,,,,,,,,
MON0849,-36.450054,148.438167,1165.790649,833,E. stellulata,17/02/2021,1405,Small,10,Yes,0.33,,,,,,,,,,,,,,
MON0850,-36.452495,148.426997,1187.751343,834,E. stellulata,17/02/2021,1417,Young,0,Yes,,,,,,,,,,,,,,,
MON0851,-36.452496,148.427002,1185.984619,835,E. dalrympleana,17/02/2021,1417,Large,5,No,NA,,,,,,,,,,,,,,
MON0852,-36.45252,148.427013,1185.119507,836,E. pauciflora,17/02/2021,1418,"Young, cut ",0,No,NA,,,,,,,,,,,,,,
MON0853,-36.446405,148.425254,1147.384277,837,E. stellulata,17/02/2021,1449,Small,0,Yes,0.1,,,,,,,,,,,,,,
MON0854,-36.446377,148.42526,1145.40271,838,E. rubida,17/02/2021,1450,large,10,No,0.1,,,,,,,,,,,,,,
MON0855,-36.450344,148.421337,1194.61792,839,E. pauciflora,17/02/2021,1459,young,0,Yes,1,,,,,,,,,,,,,,
MON0856,-36.451549,148.408351,1187.341919,840,E. dalrympleana,17/02/2021,1506,small,0,Yes,<0.1,,,,,,,,,,,,,,
MON0857,-36.451546,148.408306,1188.571533,841,E. pauciflora,17/02/2021,1507,"Juvenile, leaves from cut stump ",NA,No,NA,,,,,,,,,,,,,,
MON0858,-36.453058,148.4009,1199.843994,842,E. dalrympleana,17/02/2021,1514,young,0,No,NA,,,,,,,,,,,,,,
MON0859,-36.453021,148.400903,1198.475342,843,E. pauciflora,17/02/2021,1515,young,0,Yes,0.33,,,,,,,,,,,,,,
