Sample no.,Latitude,Longitude,Elevation,id,Species,Date,Time,Note,% dieback,Seed,Seed_amount,,,,,,,,,,,,,,
MON0178,-36.63701604,148.9892306,,177,E. pauciflora,25/03/2020,1420,Ironmungie Rd,NA,Yes,1,,,,,,,,,,,,,,
MON0179,-36.63933196,148.991757,,178,E. bridgesiana,25/04/2020,1445,Ironmungie Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0180,-36.65397292,149.0081844,,179,E. rubida,25/04/2020,1515,Ironmungie Rd - Parkes Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0181,-36.5377311,148.7022453,,180,E. bridgesiana,25/04/2020,1642,Boloco West,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0182,-36.44022517,148.6058038,,181,E. pauciflora,25/04/2020,1704,Barry Way - Leesville,NA,Yes,0.3,,,,,,,,,,,,,,
MON0183,-36.43492475,148.6075437,,182,E. rubida,25/04/2020,1706,Barry Way - Leesville,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0184,-36.65709467,149.0132206,,183,E. pauciflora,25/04/2020,1538,Ironmungie Rd - Gardens Rd,NA,Yes,0.5,,,,,,,,,,,,,,
MON0185,-36.6553555,149.1297436,,184,E. pauciflora,27/04/2020,1150,Snowy River Way - Mount Cooper,NA,Yes,0.3,,,,,,,,,,,,,,
MON0186,-36.65585001,149.1298673,,185,E. dives,27/04/2020,1205,Snowy River Way - Mount Cooper,NA,Yes,0.4,,,,,,,,,,,,,,
MON0187,-36.69452145,149.1489458,,186,E. pauciflora,27/04/2020,1230,"Gunningrach Rd, Gunningrah",NA,Yes,0.5,,,,,,,,,,,,,,
MON0188,-36.69616788,149.1448015,,187,E. viminalis,27/04/2020,1240,Richardsons Rd (Khalassa) - Gunningrah,NA,Yes,0.3,,,,,,,,,,,,,,
MON0189,-36.70210675,149.1252467,,188,E. rubida,27/04/2020,1302,"Richardsons Rd (Khalassa), Gunningrah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0190,-36.70286839,149.1235909,,189,E. pauciflora,27/04/2020,1325,"Richardsons Rd (Khalassa), Gunningrah",NA,Yes,0.3,,,,,,,,,,,,,,
MON0191,-36.70311123,149.1205885,,190,E. dives,27/04/2020,1335,"Richardsons Rd (Khalassa), Gunningrah",NA,Yes,<0.1,,,,,,,,,,,,,,
MON0192,-36.70809868,149.1134863,,191,E. viminalis,27/04/2020,1345,"Richardsons Rd (Khalassa), Gunningrah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0193,-36.71317792,149.1105963,,192,E. dives,27/04/2020,1400,"Richardsons Rd (Khalassa), Gunningrah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0194,-36.72098162,149.1054285,,193,E. viminalis,27/04/2020,1405,"Richardsons Rd, Bungarby",NA,Yes,0.1,,,,,,,,,,,,,,
MON0195,-36.79321407,149.1983262,,194,E. pauciflora,27/04/2020,1504,"Gunningrach Rd, Bukalong",NA,Yes,0.2,,,,,,,,,,,,,,
MON0196,-36.81083194,149.210394,,195,E. rubida,27/04/2020,1525,"Gunningrach Rd, Bukalong",NA,Yes,0.1,,,,,,,,,,,,,,
MON0197,-36.81677945,149.2145115,,196,E. pauciflora,27/04/2020,1535,"Gunningrach Rd, Bukalong",NA,Yes,0.2,,,,,,,,,,,,,,
MON0198,-36.79537982,149.2211125,,197,E. dives,27/04/2020,1550,Bukalong Siding Rd,NA,Yes,0.5,,,,,,,,,,,,,,
MON0199,-36.53237039,148.9744943,,198,E. pauciflora,28/04/2020,1240,"Snowy River Way, Maffra",NA,Yes,0.4,,,,,,,,,,,,,,
MON0200,-36.72565802,148.9843764,,199,E. rubida,28/04/2020,1320,Bungarby Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0201,-36.72571425,148.9843459,,200,E. pauciflora,28/04/2020,1325,Bungarby Rd,NA,Yes,NA,,,,,,,,,,,,,,
MON0202,-36.73185117,148.9807517,,201,E. bridgesiana,28/04/2020,1336,Bungarby Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0203,-36.74860018,148.9799733,,202,E. pauciflora,28/04/2020,1402,"Brassy Creek Rd, Bungarby",NA,Yes,1.8,,,,,,,,,,,,,,
MON0204,-36.69695373,149.007145,,203,E. viminalis,28/04/2020,1445,Bakers Lake Rd,NA,Yes,0.4,,,,,,,,,,,,,,
MON0205,-36.65273461,149.1251953,,204,E. pauciflora,28/04/2020,1520,Snowy River Way,NA,Yes,0.5,,,,,,,,,,,,,,
MON0206,-36.81088995,149.2794333,,205,E. pauciflora,28/04/2020,1550,Bukalong Sidings Rd,NA,Yes,0.5,,,,,,,,,,,,,,
MON0207,-36.80722555,149.2664521,,206,E. viminalis,28/04/2020,1557,Bukalong Sidings Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0208,-36.7925373,149.2468596,,207,E. pauciflora,28/04/2020,1607,Bukalong Sidings Rd,NA,Yes,0.3,,,,,,,,,,,,,,
MON0209,-36.79553919,149.2339934,,208,E. viminalis,28/04/2020,1616,Bukalong Sidings Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0210,-36.49485424,148.5498362,,209,E. stellulata,03/05/2020,1427,"Big Yard Rd, Moonbah",NA,Yes,0.3,,,,,,,,,,,,,,
MON0211,-36.49423474,148.5492167,,210,E. pauciflora,03/05/2020,1434,"Big Yard Rd, Moonbah",NA,Yes,1.5,,,,,,,,,,,,,,
MON0212,-36.49243254,148.5477242,,211,E. rubida,03/05/2020,1439,"Big Yard Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0213,-36.49195383,148.5361226,,212,E. stellulata,03/05/2020,1453,"Big Yard Rd, Moonbah",NA,Yes,0.3,,,,,,,,,,,,,,
MON0214,-36.50090145,148.4993396,,213,E. pauciflora,03/05/2020,1510,"Big Yard Rd, Moonbah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0215,-36.50119712,148.4989876,,214,E. stellulata,03/05/2020,1515,"Big Yard Rd, Moonbah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0216,-36.51576955,148.5576785,,215,E. pauciflora,03/05/2020,1550,"West Lynne Road, Moonbah",NA,Yes,0.8,,,,,,,,,,,,,,
MON0217,-36.50243613,148.4949397,,216,E. rubida,03/05/2020,1520,"Big Yard Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0218,-36.51561467,148.5580587,,217,E. stellulata,03/05/2020,1553,"West Lynne Road, Moonbah",NA,Yes,<0.1,,,,,,,,,,,,,,
MON0219,-36.53923327,148.5528492,,218,E. rubida,03/05/2020,1605,"Abington Park Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0220,-36.54328117,148.5520185,,219,E. stellulata,03/05/2020,1616,"Hobbs Lane, Moonbah",NA,Yes,<0.1,,,,,,,,,,,,,,
MON0221,-36.54288694,148.5515398,,220,E. pauciflora,03/05/2020,1620,"Abington Park Rd, Moonbah",NA,Yes,0.5,,,,,,,,,,,,,,
MON0222,-36.59998345,148.4895134,,221,E. pauciflora,03/05/2020,1651,"Old Grosses Road - Barry Way, Ingebirah",NA,Yes,0.8,,,,,,,,,,,,,,
MON0223,-36.59986373,148.4895339,,222,E. stellulata,03/05/2020,1650,"Old Grosses Road - Barry Way, Ingebirah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0224,-36.57541685,148.485134,,223,E. rubida,03/05/2020,1710,Kidmans Rd - Barry Way,NA,Yes,0.2,,,,,,,,,,,,,,
MON0225,-36.61581928,148.4951267,,224,E. dives,04/05/2020,1506,Barry Way - Tin MineTrail,NA,Yes,0.3,,,,,,,,,,,,,,
MON0226,-36.61605738,148.4952061,,225,E. pauciflora,04/05/2020,1514,Barry Way - Tin Mine Trail,NA,Yes,0.5,,,,,,,,,,,,,,
MON0227,-36.61858494,148.4953526,,226,E. rubida,04/05/2020,1529,"Tin Mine Trail, Ingebirah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0228,-36.61881083,148.4953832,,227,E. stellulata,04/05/2020,1530,"Tin Mine Trail, Ingebirah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0229,-36.63933894,148.5007071,,228,E. rubida,04/05/2020,1555,"Barry Way, Ingebirah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0230,-36.6400842,148.500763,,229,E. stellulata,04/05/2020,1555,"Barry Way, Ingebirah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0231,-36.64105305,148.5008561,,230,E. pauciflora,04/05/2020,1558,"Barry Way, Ingebirah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0232,-36.6699606,148.4630007,,231,E. pauciflora,04/05/2020,1616,"Terra Trail, Barry Way",NA,Yes,0.7,,,,,,,,,,,,,,
MON0233,-36.67063017,148.4618654,,232,E. dalrympleana,04/05/2020,1627,"Terra Trail, Ingebirah",NA,Yes,0.5,,,,,,,,,,,,,,
MON0234,-36.67132886,148.4601478,,233,E. radiata,04/05/2020,1636,Barry Way,NA,Yes,0.5,,,,,,,,,,,,,,
MON0235,-36.69204199,148.4514724,,234,E. dives,04/05/2020,1652,Wallace Craig Lookout,NA,Yes,0.2,,,,,,,,,,,,,,
MON0236,-36.68948014,148.4541798,,235,E. dives,04/05/2020,1701,Barry Way,NA,Yes,0.2,,,,,,,,,,,,,,
MON0237,-36.68630694,148.4536849,,236,E. radiata,04/05/2020,1716,Barry Way,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0238,-36.67876695,148.4579644,,237,E. dalrympleana,04/05/2020,1730,Barry Way,NA,Yes,0.2,,,,,,,,,,,,,,
MON0239,-36.48694947,148.5814164,,238,E. pauciflora,08/05/2020,1500,"Gullies Road, Moonbah",NA,Yes,0.7,,,,,,,,,,,,,,
MON0240,-36.49070058,148.5801045,,239,E. stellulata,08/05/2020,1509,"Gullies Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0241,-36.49572656,148.5801845,,240,E. rubida,08/05/2020,1515,"Gullies Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0242,-36.51171491,148.5885952,,241,E. pauciflora,08/05/2020,1515,"Gullies Rd, Moonbah",NA,Yes,0.6,,,,,,,,,,,,,,
MON0243,-36.53012386,148.6064303,,242,E. stellulata,08/05/2020,1537,"Gullies Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0244,-36.53733929,148.6124348,,243,E. rubida,08/05/2020,1546,"Gullies Rd, Moonbah",NA,Yes,0.3,,,,,,,,,,,,,,
MON0245,-36.55404073,148.60088,,244,E. pauciflora,08/05/2020,1555,"Gullies Rd, Moonbah",NA,Yes,0.6,,,,,,,,,,,,,,
MON0246,-36.5675805,148.5887116,,245,E. dives,08/05/2020,1604,"Gullies Rd, Moonbah, 849.5",NA,Yes,1,,,,,,,,,,,,,,
MON0247,-36.56922066,148.5873889,,246,E. bridgesiana,08/05/2020,1613,"Gullies Rd, Moonbah 849.7",NA,Yes,0.2,,,,,,,,,,,,,,
MON0248,-36.57068094,148.5835371,,247,E. stellulata,08/05/2020,1628,"Gullies Rd, Moonbah 850.2",NA,Yes,0.1,,,,,,,,,,,,,,
MON0249,-36.57037407,148.5815901,,248,E. bridgesiana,08/05/2020,1648,"Gullies Rd, Moonbah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0250,-36.57320236,148.5702392,,249,E. viminalis,08/05/2020,1651,"1509 Gullies Rd, Moonbah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0251,-36.5744424,148.5629808,,250,E. rubida,08/05/2020,1657,"1581 Gullies Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0252,-36.57680675,148.5538211,,251,E. dives,08/05/2020,1706,"Gullies Rd, Moonbah",NA,Yes,0.2,,,,,,,,,,,,,,
MON0253,-36.57508723,148.5676599,,252,E. stellulata,08/05/2020,1725,"1529 Gullies Rd, Moonbah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0254,-36.57123482,148.5830034,,253,E. pauciflora,08/05/2020,1732,"1431 Gullies Rd, Moonbah",NA,Yes,0.1,,,,,,,,,,,,,,
MON0255,-30.45360934,151.6027683,,254,E. blakelyi,28/05/2020,1007,Dumaresq Dam Road,NA,Yes,0.6,,,,,,,,,,,,,,
MON0256,-30.25960852,151.6365021,,255,E. blakelyi,28/05/2020,1201,Lagoon Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0257,-30.21206142,151.6527814,,256,E. stellulata,28/05/2020,1310,Guyra Rd - Suttons Lane,NA,Yes,0.4,,,,,,,,,,,,,,
MON0258,-30.17090103,151.6137969,,257,E. stellulata,28/05/2020,1340,Guyra Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0259,-30.16705258,151.6071616,,258,E. pauciflora,28/05/2020,1349,Guyra Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0260,-30.10971977,151.5316901,,259,E. pauciflora,28/05/2020,1416,Ollera,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0261,-29.89674909,151.4057538,,260,E. viminalis,28/05/2020,1545,Elsmore Rd. Spp uncertin. Ribbon but long leaves,NA,Yes,0.5,,,,,,,,,,,,,,
MON0262,-30.31614778,151.6975143,,261,E. stellulata,29/05/2020,920,Springmount Rd,NA,Yes,1,,,,,,,,,,,,,,
MON0263,-30.31941654,151.7047339,,262,E. pauciflora,29/05/2020,938,Springmout Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0264,-30.32086616,151.7080027,,263,E. blakelyi,29/05/2020,951,Springmount Rd,NA,Yes,1,,,,,,,,,,,,,,
MON0265,-30.33013238,151.720225,,264,E. pauciflora,29/05/2020,1017,Springmount Rd,NA,Yes,0.8,,,,,,,,,,,,,,
MON0266,-30.34999098,151.7505972,,265,E. pauciflora,29/05/2020,1057,Springmount Rd,NA,Yes,2.3,,,,,,,,,,,,,,
MON0267,-30.46457507,151.6820149,,266,E. blakelyi,29/05/2020,1145,Puddledock Rd,NA,Yes,0.5,,,,,,,,,,,,,,
MON0268,-30.29072593,151.6894367,,267,E. stellulata,29/05/2020,1220,New England Highway,NA,Yes,0.3,,,,,,,,,,,,,,
MON0269,-30.29179677,151.6893676,,268,E. pauciflora,29/05/2020,1225,New England Highway,NA,Yes,0.3,,,,,,,,,,,,,,
MON0270,-30.20300747,151.6814923,,269,E. stellulata,29/05/2020,1327,Falconer Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0271,-30.18836987,151.7523055,,270,E. pauciflora,29/05/2020,1345,Wards Mistake Rd,NA,Yes,1,,,,,,,,,,,,,,
MON0272,-30.18482921,151.7930231,,271,E. stellulata,29/05/2020,1353,Wards Mistake Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0273,-30.17882736,151.798809,,272,E. pauciflora,29/05/2020,1402,Wards Mistake Rd - Bald Blair,NA,Yes,0.9,,,,,,,,,,,,,,
MON0274,-30.11548409,151.8587412,,273,E. stellulata,29/05/2020,1428,Mt Mitchell Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0275,-30.08167511,151.8796397,,274,E. pauciflora,29/05/2020,1428,Mt Mitchell Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0276,-30.06311173,151.9435112,,275,E. blakelyi,29/05/2020,1515,"Pinkett Rd, Backwater. spp blakelyi?",NA,Yes,NA,,,,,,,,,,,,,,
